epoch,binary_accuracy,loss
0,0.885993480682373,0.9305469393730164
1,0.8892508149147034,0.6770099401473999
2,0.8843648433685303,0.6210930943489075
3,0.8843648433685303,0.5059689879417419
4,0.9006514549255371,0.4345155358314514
5,0.9039087891578674,0.37269851565361023
6,0.9071661233901978,0.40857288241386414
7,0.8892508149147034,0.379075825214386
8,0.9234527945518494,0.3344360888004303
9,0.8941367864608765,0.37048500776290894
10,0.9104234576225281,0.3468111455440521
11,0.9104234576225281,0.38132044672966003
12,0.8973941206932068,0.2848065495491028
13,0.9087947607040405,0.34773367643356323
14,0.9120520949363708,0.28135398030281067
15,0.905537486076355,0.3125918507575989
16,0.9136807918548584,0.32028526067733765
17,0.9120520949363708,0.29198524355888367
18,0.9283387660980225,0.23561133444309235
19,0.9332247376441956,0.2751986086368561
20,0.9120520949363708,0.3051929175853729
21,0.920195460319519,0.24044130742549896
22,0.9315961003303528,0.2226535975933075
23,0.9185667634010315,0.2748185694217682
24,0.9185667634010315,0.24032175540924072
25,0.9218240976333618,0.23917533457279205
26,0.9218240976333618,0.23098133504390717
27,0.9087947607040405,0.2695484459400177
28,0.9315961003303528,0.2502954304218292
29,0.9348534345626831,0.20730075240135193
30,0.9299674034118652,0.19728586077690125
31,0.9299674034118652,0.2102658897638321
32,0.9283387660980225,0.2696065604686737
33,0.9250814318656921,0.21422375738620758
34,0.9429967403411865,0.17991945147514343
35,0.9234527945518494,0.21685530245304108
36,0.9364820718765259,0.21270261704921722
37,0.9332247376441956,0.20414797961711884
38,0.9283387660980225,0.2332371473312378
39,0.9413681030273438,0.17742517590522766
40,0.9429967403411865,0.21999716758728027
41,0.9348534345626831,0.16828793287277222
42,0.9299674034118652,0.23198461532592773
43,0.9462540745735168,0.16793647408485413
44,0.9299674034118652,0.2123842090368271
45,0.9348534345626831,0.20917625725269318
46,0.9397394061088562,0.19269609451293945
47,0.9299674034118652,0.21603070199489594
48,0.9527687430381775,0.1515405923128128
49,0.9446253776550293,0.1559937745332718
50,0.9446253776550293,0.17881722748279572
51,0.9364820718765259,0.14861667156219482
52,0.9283387660980225,0.19728608429431915
53,0.9462540745735168,0.162285715341568
54,0.9250814318656921,0.24250055849552155
55,0.9429967403411865,0.18957966566085815
56,0.9478827118873596,0.16178810596466064
57,0.9495114088058472,0.1263834685087204
58,0.9348534345626831,0.19235859811306
59,0.9462540745735168,0.13048097491264343
60,0.9527687430381775,0.12450243532657623
61,0.9429967403411865,0.15992359817028046
62,0.9413681030273438,0.1574617326259613
63,0.9348534345626831,0.1780279129743576
64,0.9511400461196899,0.11771520972251892
65,0.9462540745735168,0.1610672026872635
66,0.9478827118873596,0.14314217865467072
67,0.9511400461196899,0.1336798518896103
68,0.9299674034118652,0.20906613767147064
69,0.9413681030273438,0.14257283508777618
70,0.9283387660980225,0.164633110165596
71,0.9478827118873596,0.17753809690475464
72,0.9625407457351685,0.11348389834165573
73,0.9364820718765259,0.18063119053840637
74,0.9527687430381775,0.13447238504886627
75,0.9543973803520203,0.12964224815368652
76,0.9592834115028381,0.1360856294631958
77,0.9381107687950134,0.20105193555355072
78,0.9413681030273438,0.11712823063135147
79,0.9446253776550293,0.13796813786029816
80,0.9609120488166809,0.10506107658147812
81,0.9478827118873596,0.13138075172901154
82,0.9527687430381775,0.12860704958438873
83,0.9495114088058472,0.14364902675151825
84,0.965798020362854,0.10071884095668793
85,0.9381107687950134,0.15525652468204498
86,0.9706840515136719,0.08960860967636108
87,0.9592834115028381,0.14046698808670044
88,0.9446253776550293,0.14057694375514984
89,0.9478827118873596,0.1421644389629364
90,0.965798020362854,0.10181160271167755
91,0.9429967403411865,0.14061366021633148
92,0.9560260772705078,0.14095596969127655
93,0.9462540745735168,0.13152538239955902
94,0.9674267172813416,0.08684780448675156
95,0.9397394061088562,0.15831732749938965
96,0.9511400461196899,0.11847741156816483
97,0.9609120488166809,0.15085381269454956
98,0.9543973803520203,0.10055632144212723
99,0.9576547145843506,0.12230890244245529
100,0.9706840515136719,0.0877068042755127
101,0.9543973803520203,0.11734272539615631
102,0.9495114088058472,0.14263096451759338
103,0.9478827118873596,0.17494934797286987
104,0.9690553545951843,0.11173447221517563
105,0.9723126888275146,0.1115947961807251
106,0.9527687430381775,0.1217656210064888
107,0.9592834115028381,0.11330130696296692
108,0.9674267172813416,0.1098518967628479
109,0.9592834115028381,0.10637269914150238
110,0.9625407457351685,0.10769487917423248
111,0.9576547145843506,0.09774424880743027
112,0.9543973803520203,0.12525352835655212
113,0.9706840515136719,0.0951438769698143
114,0.9674267172813416,0.09463229030370712
115,0.9576547145843506,0.12942111492156982
116,0.9592834115028381,0.14383240044116974
117,0.965798020362854,0.0817592665553093
118,0.9690553545951843,0.10288023203611374
119,0.9511400461196899,0.14248226583003998
120,0.9543973803520203,0.14188335835933685
121,0.9625407457351685,0.09318158030509949
122,0.9527687430381775,0.1235411986708641
123,0.9674267172813416,0.09427160024642944
124,0.9560260772705078,0.09898867458105087
125,0.9690553545951843,0.0939481258392334
126,0.9609120488166809,0.09747130423784256
127,0.9478827118873596,0.1770956963300705
128,0.9739413857460022,0.08194208890199661
129,0.9674267172813416,0.1030617281794548
130,0.9625407457351685,0.10903238505125046
131,0.9543973803520203,0.1404695212841034
132,0.9690553545951843,0.10341915488243103
133,0.9674267172813416,0.07617025822401047
134,0.9674267172813416,0.10689064115285873
135,0.9609120488166809,0.10152263194322586
136,0.9674267172813416,0.08095825463533401
137,0.9625407457351685,0.14365287125110626
138,0.9690553545951843,0.09545604139566422
139,0.9690553545951843,0.08676759898662567
140,0.9674267172813416,0.09091696888208389
141,0.9788273572921753,0.06748325377702713
142,0.9625407457351685,0.10904844850301743
143,0.9674267172813416,0.1024801954627037
144,0.965798020362854,0.09314415603876114
145,0.9804560542106628,0.06313542276620865
146,0.9674267172813416,0.11891749501228333
147,0.9609120488166809,0.11161011457443237
148,0.9739413857460022,0.08590298891067505
149,0.9723126888275146,0.09200579673051834
150,0.9576547145843506,0.1468232274055481
151,0.9625407457351685,0.0839071199297905
152,0.9723126888275146,0.10709802061319351
153,0.9560260772705078,0.11541223526000977
154,0.9804560542106628,0.061272650957107544
155,0.9462540745735168,0.14827632904052734
156,0.9788273572921753,0.06213914975523949
157,0.9690553545951843,0.08458027243614197
158,0.9690553545951843,0.12367008626461029
159,0.9690553545951843,0.09371785819530487
160,0.9495114088058472,0.18853487074375153
161,0.9820846915245056,0.11044237017631531
162,0.9592834115028381,0.09544142335653305
163,0.9788273572921753,0.060564227402210236
164,0.9592834115028381,0.11573793739080429
165,0.965798020362854,0.12461391091346741
166,0.975570023059845,0.06724803894758224
167,0.9820846915245056,0.06128033995628357
168,0.9739413857460022,0.0752185583114624
169,0.965798020362854,0.08507338166236877
170,0.9576547145843506,0.17828261852264404
171,0.9820846915245056,0.0657467395067215
172,0.9788273572921753,0.07384876161813736
173,0.9804560542106628,0.07320963591337204
174,0.9641693830490112,0.08017019182443619
175,0.9723126888275146,0.0831218957901001
176,0.9804560542106628,0.06747954338788986
177,0.9592834115028381,0.08732984215021133
178,0.9723126888275146,0.08607925474643707
179,0.9560260772705078,0.1337766945362091
180,0.9788273572921753,0.05839419364929199
181,0.9771987199783325,0.0652773380279541
182,0.975570023059845,0.08669325709342957
183,0.9641693830490112,0.12006177008152008
184,0.9788273572921753,0.09684087336063385
185,0.9804560542106628,0.0578063502907753
186,0.9853420257568359,0.057425979524850845
187,0.965798020362854,0.08469121903181076
188,0.9690553545951843,0.12405198812484741
189,0.9837133288383484,0.06573344767093658
190,0.9723126888275146,0.12847553193569183
191,0.9869706630706787,0.06463191658258438
192,0.9641693830490112,0.09042685478925705
193,0.9788273572921753,0.06046421825885773
194,0.9837133288383484,0.055491723120212555
195,0.9690553545951843,0.06679079681634903
196,0.9609120488166809,0.08478998392820358
197,0.9788273572921753,0.06985636800527573
198,0.9706840515136719,0.083946593105793
199,0.9739413857460022,0.0760032907128334
200,0.9788273572921753,0.1298258751630783
201,0.9853420257568359,0.053770747035741806
202,0.9739413857460022,0.06977125257253647
203,0.9723126888275146,0.06596261262893677
204,0.9674267172813416,0.09345758706331253
205,0.9820846915245056,0.05818449705839157
206,0.9495114088058472,0.15578342974185944
207,0.975570023059845,0.07112344354391098
208,0.9771987199783325,0.0596294030547142
209,0.9609120488166809,0.18888790905475616
210,0.9820846915245056,0.04543956369161606
211,0.9788273572921753,0.057602740824222565
212,0.9723126888275146,0.09604118764400482
213,0.9543973803520203,0.11902767419815063
214,0.9739413857460022,0.05832528695464134
215,0.9739413857460022,0.06794872134923935
216,0.9625407457351685,0.17723257839679718
217,0.9820846915245056,0.053559668362140656
218,0.9804560542106628,0.05342058464884758
219,0.965798020362854,0.09468118101358414
220,0.9837133288383484,0.04705004766583443
221,0.9706840515136719,0.09144328534603119
222,0.975570023059845,0.055096983909606934
223,0.9511400461196899,0.15445345640182495
224,0.9723126888275146,0.07604742795228958
225,0.975570023059845,0.07973209023475647
226,0.9820846915245056,0.0484817810356617
227,0.990227997303009,0.03426544740796089
228,0.965798020362854,0.0757065936923027
229,0.9885993599891663,0.03594743460416794
230,0.9625407457351685,0.09159442037343979
231,0.9837133288383484,0.05022839084267616
232,0.9706840515136719,0.11426451057195663
233,0.9869706630706787,0.03652658313512802
234,0.9739413857460022,0.0730493888258934
235,0.9706840515136719,0.09120248258113861
236,0.9934853315353394,0.03063109889626503
237,0.9674267172813416,0.1040002703666687
238,0.975570023059845,0.08057128638029099
239,0.9739413857460022,0.06873828172683716
240,0.9885993599891663,0.04513966664671898
241,0.9788273572921753,0.06674981862306595
242,0.9739413857460022,0.06906984001398087
243,0.990227997303009,0.036805592477321625
244,0.975570023059845,0.07291990518569946
245,0.9788273572921753,0.07623692601919174
246,0.9788273572921753,0.06292349100112915
247,0.9723126888275146,0.06532547622919083
248,0.9837133288383484,0.06471971422433853
249,0.9690553545951843,0.12249597907066345
250,0.9690553545951843,0.06549292057752609
251,0.9820846915245056,0.04846532642841339
252,0.965798020362854,0.07833261787891388
253,0.9788273572921753,0.060594167560338974
254,0.9739413857460022,0.08078131824731827
255,0.990227997303009,0.03593842312693596
256,0.975570023059845,0.11057770997285843
257,0.990227997303009,0.03752932325005531
258,0.9934853315353394,0.0329974889755249
259,0.9625407457351685,0.09930957108736038
260,0.9771987199783325,0.09415964037179947
261,0.9820846915245056,0.04653438553214073
262,0.9820846915245056,0.09140268713235855
263,0.9837133288383484,0.04001142084598541
264,0.9641693830490112,0.10271050781011581
265,0.9788273572921753,0.08840060979127884
266,0.9771987199783325,0.05885787680745125
267,0.9723126888275146,0.07136347889900208
268,0.965798020362854,0.11198430508375168
269,0.9885993599891663,0.03277641907334328
270,0.9706840515136719,0.14528299868106842
271,0.975570023059845,0.0777040645480156
272,0.9918566942214966,0.036732036620378494
273,0.9853420257568359,0.04733196273446083
274,0.9690553545951843,0.08538393676280975
275,0.9934853315353394,0.03868725150823593
276,0.9609120488166809,0.09062545746564865
277,0.9951140284538269,0.02309275232255459
278,0.9788273572921753,0.062022726982831955
279,0.9641693830490112,0.0998455360531807
280,0.9918566942214966,0.05306314677000046
281,0.9804560542106628,0.059977564960718155
282,0.9837133288383484,0.054944638162851334
283,0.975570023059845,0.06543191522359848
284,0.9788273572921753,0.054375357925891876
285,0.9609120488166809,0.09088563174009323
286,0.9739413857460022,0.1114402636885643
287,0.9804560542106628,0.046835657209157944
288,0.9918566942214966,0.03296476602554321
289,0.9837133288383484,0.06475570797920227
290,0.9560260772705078,0.10717350989580154
291,0.9934853315353394,0.06344708800315857
292,0.9853420257568359,0.04330834373831749
293,0.9706840515136719,0.07629867643117905
294,0.9869706630706787,0.044184569269418716
295,0.9788273572921753,0.05717024579644203
296,0.9674267172813416,0.07506639510393143
297,0.9739413857460022,0.11042091250419617
298,0.9837133288383484,0.06029123440384865
299,0.9771987199783325,0.07138326019048691
300,0.9804560542106628,0.059962473809719086
301,0.9739413857460022,0.05899753049015999
302,0.9771987199783325,0.08113392442464828
303,0.9869706630706787,0.033130817115306854
304,0.9885993599891663,0.039381496608257294
305,0.9739413857460022,0.05796490237116814
306,0.9723126888275146,0.08268396556377411
307,0.9739413857460022,0.08621472120285034
308,0.9804560542106628,0.06912330538034439
309,0.9951140284538269,0.025774523615837097
310,0.9641693830490112,0.10838980227708817
311,0.9918566942214966,0.03756391257047653
312,0.9837133288383484,0.054406460374593735
313,0.9788273572921753,0.055483248084783554
314,0.9918566942214966,0.03125368431210518
315,0.9690553545951843,0.13001833856105804
316,0.9934853315353394,0.026219917461276054
317,0.9804560542106628,0.058446671813726425
318,0.9804560542106628,0.050708893686532974
319,0.9739413857460022,0.08629484474658966
320,0.9837133288383484,0.0596686452627182
321,0.990227997303009,0.038043063133955
322,0.9820846915245056,0.05537058413028717
323,0.975570023059845,0.07605215162038803
324,0.990227997303009,0.03614798188209534
325,0.9885993599891663,0.04017888754606247
326,0.9641693830490112,0.08356111496686935
327,0.9967426657676697,0.022588571533560753
328,0.9788273572921753,0.053208813071250916
329,0.9771987199783325,0.12297945469617844
330,0.975570023059845,0.07452070713043213
331,0.9967426657676697,0.021515414118766785
332,0.9706840515136719,0.0839158445596695
333,0.9690553545951843,0.08687637001276016
334,0.975570023059845,0.08677259832620621
335,0.990227997303009,0.033831629902124405
336,0.975570023059845,0.061517633497714996
337,0.9804560542106628,0.04492418095469475
338,0.9706840515136719,0.0830981656908989
339,0.9885993599891663,0.03924797102808952
340,0.9560260772705078,0.13807149231433868
341,0.990227997303009,0.05152061954140663
342,0.9967426657676697,0.03079524263739586
343,0.9837133288383484,0.07255370169878006
344,0.9837133288383484,0.05078951269388199
345,0.990227997303009,0.04385634511709213
346,0.9788273572921753,0.08108587563037872
347,0.9820846915245056,0.1037110760807991
348,0.9625407457351685,0.10320056974887848
349,0.9934853315353394,0.025291817262768745
350,0.9951140284538269,0.019770588725805283
351,0.9869706630706787,0.04450947418808937
352,0.9934853315353394,0.03662983328104019
353,0.9674267172813416,0.11590105295181274
354,0.9804560542106628,0.05460784584283829
355,0.9885993599891663,0.042904969304800034
356,0.9951140284538269,0.026388078927993774
357,0.9820846915245056,0.05740007385611534
358,0.9690553545951843,0.0935589149594307
359,0.9869706630706787,0.06946716457605362
360,0.9869706630706787,0.0338670052587986
361,0.975570023059845,0.11376330256462097
362,0.9837133288383484,0.06419962644577026
363,0.9967426657676697,0.021960394456982613
364,0.9804560542106628,0.060962360352277756
365,0.9885993599891663,0.0411204993724823
366,0.9934853315353394,0.025841539725661278
367,0.975570023059845,0.09667797386646271
368,0.9837133288383484,0.04870103299617767
369,0.9885993599891663,0.04182642325758934
370,0.975570023059845,0.06816378235816956
371,0.9869706630706787,0.04138657823204994
372,0.990227997303009,0.04072844982147217
373,0.9967426657676697,0.023980258032679558
374,0.9609120488166809,0.10822069644927979
375,0.9918566942214966,0.04631245508790016
376,1.0,0.014611653983592987
377,0.975570023059845,0.07444889843463898
378,0.975570023059845,0.06777318567037582
379,1.0,0.013806776143610477
380,0.9723126888275146,0.17177622020244598
381,0.9934853315353394,0.022683095186948776
382,0.9804560542106628,0.07015479356050491
383,0.9853420257568359,0.08033223450183868
384,0.9918566942214966,0.029125366359949112
385,0.9853420257568359,0.0479455292224884
386,0.975570023059845,0.11005055159330368
387,0.9967426657676697,0.021076256409287453
388,0.9869706630706787,0.04204476624727249
389,0.990227997303009,0.0327579565346241
390,0.9739413857460022,0.0725044384598732
391,0.9690553545951843,0.08861864358186722
392,0.9967426657676697,0.020707739517092705
393,0.9837133288383484,0.04704147204756737
394,0.9788273572921753,0.052046824246644974
395,0.975570023059845,0.07070542871952057
396,0.9934853315353394,0.02481192536652088
397,0.9983713626861572,0.012373857200145721
398,0.9788273572921753,0.054566528648138046
399,0.990227997303009,0.03583305701613426
400,0.9837133288383484,0.07495135068893433
401,0.9788273572921753,0.04741561785340309
402,0.9934853315353394,0.028424222022294998
403,0.9869706630706787,0.09811601042747498
404,0.9723126888275146,0.06896352767944336
405,0.9869706630706787,0.04435386881232262
406,0.9723126888275146,0.07092569768428802
407,0.9967426657676697,0.022402193397283554
408,0.9885993599891663,0.04369523376226425
409,0.9918566942214966,0.05485087260603905
410,0.9951140284538269,0.028672944754362106
411,0.9804560542106628,0.05510302260518074
412,0.9820846915245056,0.09860478341579437
413,0.9934853315353394,0.029523976147174835
414,0.990227997303009,0.030496740713715553
415,0.9820846915245056,0.0973965972661972
416,0.9853420257568359,0.10298758745193481
417,0.9983713626861572,0.012712574563920498
418,0.965798020362854,0.10723844915628433
419,0.9869706630706787,0.07128259539604187
420,0.9771987199783325,0.1075405403971672
421,0.9869706630706787,0.049965906888246536
422,0.9820846915245056,0.03968416526913643
423,1.0,0.009311720728874207
424,0.9739413857460022,0.06655103713274002
425,0.9820846915245056,0.05635147914290428
426,0.9918566942214966,0.025822410359978676
427,0.9739413857460022,0.11224471032619476
428,0.990227997303009,0.032301247119903564
429,0.9609120488166809,0.12516868114471436
430,0.990227997303009,0.043293025344610214
431,0.9869706630706787,0.03278760984539986
432,0.9837133288383484,0.06410669535398483
433,0.9885993599891663,0.02871839515864849
434,0.9788273572921753,0.05265001580119133
435,0.9820846915245056,0.03956383839249611
436,0.9853420257568359,0.0400870181620121
437,0.9853420257568359,0.03151426091790199
438,0.9837133288383484,0.038626644760370255
439,0.9885993599891663,0.03328133001923561
440,0.9771987199783325,0.0636138767004013
441,0.9771987199783325,0.08731231838464737
442,0.9934853315353394,0.03159084543585777
443,0.9967426657676697,0.022642964497208595
444,0.9934853315353394,0.02640417590737343
445,0.9804560542106628,0.08851411193609238
446,0.9723126888275146,0.1097252294421196
447,0.9853420257568359,0.06715232133865356
448,0.9934853315353394,0.022535527125000954
449,0.9853420257568359,0.05424214527010918
450,0.9820846915245056,0.0467417947947979
451,0.9820846915245056,0.08022499829530716
452,0.9918566942214966,0.02014450915157795
453,0.9837133288383484,0.05511181429028511
454,0.9934853315353394,0.032223597168922424
455,0.9918566942214966,0.03208373859524727
456,0.9788273572921753,0.05670613422989845
457,0.9885993599891663,0.029216742143034935
458,0.9690553545951843,0.10794036090373993
459,0.9967426657676697,0.01700645312666893
460,0.9869706630706787,0.04141613095998764
461,0.9869706630706787,0.05533834546804428
462,0.9853420257568359,0.053627803921699524
463,0.9983713626861572,0.011901604942977428
464,0.9934853315353394,0.037298571318387985
465,0.9706840515136719,0.09410904347896576
466,0.9951140284538269,0.0382394902408123
467,0.9788273572921753,0.057421114295721054
468,0.9885993599891663,0.040515653789043427
469,0.9869706630706787,0.035368699580430984
470,0.9804560542106628,0.08557634055614471
471,0.9885993599891663,0.026654791086912155
472,0.9706840515136719,0.09592311084270477
473,0.9788273572921753,0.09083656221628189
474,0.9967426657676697,0.01656859926879406
475,0.9820846915245056,0.06613048911094666
476,1.0,0.007514916360378265
477,0.9804560542106628,0.046743739396333694
478,0.9804560542106628,0.09031373262405396
479,0.9885993599891663,0.03705025464296341
480,0.9967426657676697,0.016264677047729492
481,0.9837133288383484,0.0471639521420002
482,0.9788273572921753,0.05447173863649368
483,0.9918566942214966,0.02839307114481926
484,0.9918566942214966,0.034185346215963364
485,0.9885993599891663,0.03153859078884125
486,0.9869706630706787,0.03332830220460892
487,0.9820846915245056,0.07489146292209625
488,0.9820846915245056,0.04814918711781502
489,0.9837133288383484,0.04765358939766884
490,0.9918566942214966,0.021352918818593025
491,1.0,0.012300040572881699
492,0.9771987199783325,0.11745365709066391
493,0.9967426657676697,0.02048187144100666
494,0.9820846915245056,0.07792919874191284
495,0.9771987199783325,0.06127452477812767
496,0.9951140284538269,0.015518954023718834
497,0.9853420257568359,0.03203433007001877
498,0.9820846915245056,0.052008889615535736
499,0.9885993599891663,0.030896726995706558
